occ_code,title,zone,cert_importance,cert_normalized
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2,2.615,1.5452196382428942
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2,2.615,1.5452196382428942
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2,2.615,1.5452196382428942
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2,2.39,1.3126614987080103
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,2.21,1.1266149870801032
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,2.615,1.5452196382428942
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,2.15,1.0645994832041341
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2,2.12,1.0335917312661498
51-4041.00,Machinists,3,2.42,1.3436692506459946
51-4051.00,Metal-Refining Furnace Operators and Tenders,2,2.615,1.5452196382428942
51-4052.00,"Pourers and Casters, Metal",2,1.2,0.08268733850129183
51-4061.00,"Model Makers, Metal and Plastic",3,1.87,0.7751937984496123
51-4062.00,"Patternmakers, Metal and Plastic",3,2.615,1.5452196382428942
51-4071.00,Foundry Mold and Coremakers,2,2.21,1.1266149870801032
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2,2.615,1.5452196382428942
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,1.82,0.7235142118863048
51-4111.00,Tool and Die Makers,3,2.2,1.1162790697674418
51-4121.00,"Welders, Cutters, Solderers, and Brazers",2,2.615,1.5452196382428942
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2,2.12,1.0335917312661498
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2,2.615,1.5452196382428942
51-4192.00,"Layout Workers, Metal and Plastic",2,2.9,1.8397932816537466
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",2,2.615,1.5452196382428942
51-4194.00,"Tool Grinders, Filers, and Sharpeners",2,2.615,1.5452196382428942
51-5111.00,Prepress Technicians and Workers,3,2.615,1.5452196382428942
51-5112.00,Printing Press Operators,2,1.72,0.6201550387596898
51-5113.00,Print Binding and Finishing Workers,2,2.615,1.5452196382428942
51-6011.00,Laundry and Dry-Cleaning Workers,1,2.615,1.5452196382428942
51-6021.00,"Pressers, Textile, Garment, and Related Materials",1,2.615,1.5452196382428942
51-6031.00,Sewing Machine Operators,1,2.615,1.5452196382428942
51-6041.00,Shoe and Leather Workers and Repairers,2,1.29,0.1757105943152454
51-6042.00,Shoe Machine Operators and Tenders,2,1.57,0.4651162790697674
51-6051.00,"Sewers, Hand",1,1.39,0.27906976744186024
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",2,1.46,0.3514211886304908
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,2,2.615,1.5452196382428942
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",2,2.615,1.5452196382428942
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2,2.615,1.5452196382428942
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2,2.615,1.5452196382428942
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",2,2.34,1.2609819121447026
51-6092.00,Fabric and Apparel Patternmakers,3,2.615,1.5452196382428942
51-6093.00,Upholsterers,2,2.615,1.5452196382428942
51-7011.00,Cabinetmakers and Bench Carpenters,2,2.615,1.5452196382428942
51-7021.00,Furniture Finishers,2,2.615,1.5452196382428942
51-7031.00,"Model Makers, Wood",3,2.615,1.5452196382428942
51-7032.00,"Patternmakers, Wood",3,2.615,1.5452196382428942
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2,2.615,1.5452196382428942
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2,2.615,1.5452196382428942
51-8011.00,Nuclear Power Reactor Operators,3,2.615,1.5452196382428942
51-8012.00,Power Distributors and Dispatchers,3,4.18,3.162790697674418
51-8013.00,Power Plant Operators,2,2.22,1.136950904392765
51-8013.03,Biomass Plant Technicians,2,3.03,1.974160206718346
51-8013.04,Hydroelectric Plant Technicians,3,2.7,1.6330749354005167
51-8021.00,Stationary Engineers and Boiler Operators,3,3.41,2.3669250645994833
51-8031.00,Water and Wastewater Treatment Plant and System Operators,2,3.96,2.9354005167958652
51-8091.00,Chemical Plant and System Operators,2,2.615,1.5452196382428942
51-8092.00,Gas Plant Operators,2,1.88,0.7855297157622737
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",2,1.72,0.6201550387596898
51-8099.01,Biofuels Processing Technicians,2,2.615,1.5452196382428942
51-9011.00,Chemical Equipment Operators and Tenders,2,2.615,1.5452196382428942
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2,2.615,1.5452196382428942
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2,1.93,0.8372093023255812
51-9022.00,"Grinding and Polishing Workers, Hand",2,2.24,1.157622739018088
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",2,1.6,0.49612403100775193
51-9031.00,"Cutters and Trimmers, Hand",1,2.615,1.5452196382428942
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",2,2.615,1.5452196382428942
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2,2.615,1.5452196382428942
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2,2.615,1.5452196382428942
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",2,2.27,1.1886304909560723
51-9071.00,Jewelers and Precious Stone and Metal Workers,3,2.03,0.940568475452196
51-9071.06,Gem and Diamond Workers,3,2.615,1.5452196382428942
51-9081.00,Dental Laboratory Technicians,2,2.41,1.3333333333333333
51-9082.00,Medical Appliance Technicians,3,2.615,1.5452196382428942
51-9083.00,Ophthalmic Laboratory Technicians,2,2.615,1.5452196382428942
51-9111.00,Packaging and Filling Machine Operators and Tenders,2,2.615,1.5452196382428942
51-9123.00,"Painting, Coating, and Decorating Workers",1,2.615,1.5452196382428942
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2,2.615,1.5452196382428942
51-9141.00,Semiconductor Processing Technicians,2,2.615,1.5452196382428942
51-9151.00,Photographic Process Workers and Processing Machine Operators,2,2.615,1.5452196382428942
51-9161.00,Computer Numerically Controlled Tool Operators,2,2.04,0.9509043927648578
51-9162.00,Computer Numerically Controlled Tool Programmers,2,2.37,1.2919896640826873
51-9191.00,Adhesive Bonding Machine Operators and Tenders,2,2.615,1.5452196382428942
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2,2.82,1.7571059431524545
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,2,2.615,1.5452196382428942
51-9194.00,Etchers and Engravers,2,2.615,1.5452196382428942
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",2,2.615,1.5452196382428942
51-9195.03,"Stone Cutters and Carvers, Manufacturing",2,2.615,1.5452196382428942
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",2,2.615,1.5452196382428942
51-9195.05,"Potters, Manufacturing",3,1.68,0.5788113695090438
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",2,2.615,1.5452196382428942
51-9197.00,Tire Builders,2,2.03,0.940568475452196
51-9198.00,Helpers--Production Workers,2,2.615,1.5452196382428942
53-1041.00,Aircraft Cargo Handling Supervisors,2,2.615,1.5452196382428942
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",2,2.21,1.1266149870801032
53-1042.01,Recycling Coordinators,2,2.615,1.5452196382428942
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,3,2.97,1.9121447028423773
53-1044.00,First-Line Supervisors of Passenger Attendants,3,2.615,1.5452196382428942
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",4,4.76,3.762273901808785
53-2012.00,Commercial Pilots,3,4.84,3.8449612403100772
53-2021.00,Air Traffic Controllers,3,2.615,1.5452196382428942
53-2022.00,Airfield Operations Specialists,3,2.82,1.7571059431524545
53-2031.00,Flight Attendants,2,3.13,2.077519379844961
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",2,2.615,1.5452196382428942
53-3031.00,Driver/Sales Workers,2,2.21,1.1266149870801032
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,2,2.47,1.3953488372093024
53-3033.00,Light Truck Drivers,2,2.12,1.0335917312661498
53-3051.00,"Bus Drivers, School",2,3.5,2.4599483204134365
53-3052.00,"Bus Drivers, Transit and Intercity",2,2.84,1.7777777777777775
53-3053.00,Shuttle Drivers and Chauffeurs,2,2.59,1.51937984496124
53-3054.00,Taxi Drivers,2,2.615,1.5452196382428942
53-4011.00,Locomotive Engineers,2,2.615,1.5452196382428942
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",2,3.87,2.842377260981912
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",2,2.615,1.5452196382428942
53-4031.00,Railroad Conductors and Yardmasters,2,2.615,1.5452196382428942
53-4041.00,Subway and Streetcar Operators,2,3.11,2.0568475452196378
53-5011.00,Sailors and Marine Oilers,2,2.615,1.5452196382428942
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",3,2.615,1.5452196382428942
53-5022.00,Motorboat Operators,2,3.37,2.3255813953488373
53-5031.00,Ship Engineers,3,3.83,2.801033591731266
53-6011.00,Bridge and Lock Tenders,2,2.35,1.2713178294573644
53-6021.00,Parking Attendants,2,2.615,1.5452196382428942
53-6031.00,Automotive and Watercraft Service Attendants,2,2.615,1.5452196382428942
53-6032.00,Aircraft Service Attendants,2,2.615,1.5452196382428942
53-6041.00,Traffic Technicians,3,2.615,1.5452196382428942
53-6051.00,Transportation Inspectors,4,2.615,1.5452196382428942
53-6051.01,Aviation Inspectors,3,4.61,3.607235142118863
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",2,2.615,1.5452196382428942
53-6061.00,Passenger Attendants,2,2.615,1.5452196382428942
53-7011.00,Conveyor Operators and Tenders,1,2.615,1.5452196382428942
53-7021.00,Crane and Tower Operators,3,2.615,1.5452196382428942
53-7031.00,Dredge Operators,2,2.615,1.5452196382428942
53-7041.00,Hoist and Winch Operators,2,2.615,1.5452196382428942
53-7051.00,Industrial Truck and Tractor Operators,2,1.69,0.5891472868217053
53-7061.00,Cleaners of Vehicles and Equipment,2,1.98,0.8888888888888887
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",2,1.98,0.8888888888888887
53-7062.04,Recycling and Reclamation Workers,2,2.615,1.5452196382428942
53-7063.00,Machine Feeders and Offbearers,2,2.615,1.5452196382428942
53-7064.00,"Packers and Packagers, Hand",2,1.26,0.1447028423772609
53-7065.00,Stockers and Order Fillers,2,1.98,0.8888888888888887
53-7071.00,Gas Compressor and Gas Pumping Station Operators,2,2.615,1.5452196382428942
53-7072.00,"Pump Operators, Except Wellhead Pumpers",2,1.81,0.7131782945736433
53-7073.00,Wellhead Pumpers,2,2.615,1.5452196382428942
53-7081.00,Refuse and Recyclable Material Collectors,2,3.07,2.015503875968992
53-7121.00,"Tank Car, Truck, and Ship Loaders",2,2.615,1.5452196382428942
